Semana Exporta‡Æo;Date*ÿÿ;Due dateÿÿ;Week*ÿÿ;Cardÿÿ;Teamÿÿ;Boardÿÿ;Listÿÿ;Labelsÿÿ;Sÿÿ;E 1??ÿÿ;Eÿÿ;Rÿÿ;cf:Desvio;cf:Equipamento;cf:Mantis;cf:NÆo Planejado;cf:Observa‡Æo;cf:Reprova‡äes
2019 ? Sem 35 ? Software;43697;ÿ;2019-W34;IAGA;Team Software;SW - Sprint Semanal;W35;SUPORTE;5,5;5,5;5,5;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 35 ? Software;43696;ÿ;2019-W34;EVU08;Team Software;SW - Sprint Semanal;W35;R00ÿÿSUPÿÿTELÿÿV01;8,43;8,43;8,43;0;ÿ;Monitoramento;45738;ÿ;;ÿ
2019 ? Sem 35 ? Software;43640;ÿ;2019-W26;IABI13;Team Software;SW - Sprint Semanal;W35;LIBÿÿR02ÿÿSUPÿÿV01;1,81;1,81;1,81;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360LEAN;Team Software;SW - Sprint Semanal;W36;ADM;1,32;1,32;1,32;0;ÿ;Limpeza Mesa;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;43714;2019-W36;H360LEAN;Team Software;SW - Sprint Semanal;W36;ADM;0;0;0;0;ÿ;ReuniÆo Sprint;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAFBAD2;Team Software;SW - Sprint Semanal;W36;DRVÿÿR00ÿÿSUPÿÿV01;7;4;8;1;ÿ;Driver Slave;47227;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;ÿ;2;2;2;0;ÿ;CAG Delta;46324;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAEM;Team Software;SW - Sprint Semanal;W36;ÿ;1,21;1;1,21;0;ÿ;CAG;46796;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAGA;Team Software;SW - Sprint Semanal;W36;INDÿÿR01ÿÿV01;2,3;1;2,3;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;C05ÿÿDEVÿÿR04ÿÿV02;2,31;3;3;0,69;ÿ;ÿ;47157;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAFI04;Team Software;SW - Sprint Semanal;W36;ÿ;1,49;0,5;1,49;0;ÿ;ÿ;47103;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAEM;Team Software;SW - Sprint Semanal;W36;C11ÿÿESPÿÿR00ÿÿV01;1,9;1;1,9;0;ÿ;CAG;46796;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAEM;Team Software;SW - Sprint Semanal;W36;ÿ;2,5;2,5;2,5;0;ÿ;CAG;46796;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;ÿ;2,77;3;3;0,23;ÿ;ÿ;47157;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;Suporte TI;Team Software;SW - Sprint Semanal;W36;ÿ;6,5;2,5;6,5;0;Software;Problemas com Notebook;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;EOB;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR00ÿÿV01;2,96;4;4;1,04;ÿ;Compressor de H‚lio;47131;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;H360LEAN;Team Software;SW - Sprint Semanal;W36;ADM;13,5;2,97;13,5;0;ÿ;ReuniÆo Sprint;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IACO04;Team Software;SW - Sprint Semanal;W36;SUPORTE;5,38;4;5,38;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;EOB;Team Software;SW - Sprint Semanal;W36;ÿ;1,72;1,1;1,72;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IACO04;Team Software;SW - Sprint Semanal;W36;C10ÿÿLIBÿÿSUPÿÿV01;4,82;0,92;4,82;0;ÿ;C10;46437;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;EVU06;Team Software;SW - Sprint Semanal;W36;C01ÿÿDEVÿÿR01ÿÿV01;4,6;6;6;1,4;ÿ;ÿ;47160;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;43717;2019-W36;IAFP;Team Software;SW - Sprint Semanal;W36;G5ÿÿINSÿÿR01ÿÿV01;2;2;2;0;ÿ;Comunica‡Æo;46860;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;ÿ;0,33;1;1;0,67;ÿ;ÿ;47157;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;H360ADMIN;Team Software;SW - Sprint Semanal;W36;ÿ;1,4;1,4;1,4;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IABI19;Team Software;SW - Sprint Semanal;W36;DEVÿÿI30ÿÿR01ÿÿV01;2,2;1;3;0,8;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;C09ÿÿDEVÿÿR00ÿÿV01;2,38;5;3;0,62;ÿ;ÿ;45665;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;SUPORTE;2,5;1,5;2,5;0;Projetos EA;MM PM5330;ÿ;1;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IAFI04;Team Software;SW - Sprint Semanal;W36;SUPORTE;0,6;0,2;0,6;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IADQ01;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV02;7,6;4;4;-3,6;ÿ;SMS Emails;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43714;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;2,28;2;2;-0,28;ÿ;ÿ;46324;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EOBAD4;Team Software;SW - Sprint Semanal;W36;ANµLISE;4,53;4;4;-0,53;ÿ;REMA 0070;47131;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAAL;Team Software;SW - Sprint Semanal;W36;SUPORTE;0,5;2;2;1,5;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EVU06;Team Software;SW - Sprint Semanal;W36;C01ÿÿDEVÿÿR01ÿÿV01;4,33;4;4,33;0;ÿ;ÿ;47160;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAEM;Team Software;SW - Sprint Semanal;W36;C11ÿÿDEVÿÿR00ÿÿV01;17,53;5;17,53;0;ÿ;CAG;46796;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR01ÿÿV01;1;1;1;0;ÿ;ÿ;43907;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAED;Team Software;SW - Sprint Semanal;W36;ADM;1,43;1,43;1;-0,43;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;G5ÿÿINSÿÿR01ÿÿV02;0,47;0,5;0,5;0,03;ÿ;ÿ;43907;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IABI19;Team Software;SW - Sprint Semanal;W36;DEVÿÿI30ÿÿR00ÿÿV01;6,5;3,5;6,5;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EOB;Team Software;SW - Sprint Semanal;W36;SUPORTE;0,62;0,62;0,62;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IACO04;Team Software;SW - Sprint Semanal;W36;C09ÿÿLIBÿÿSUPÿÿV01;9,54;4,69;9,54;0;ÿ;C09;46437;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR01ÿÿV02;3,21;1,5;3,21;0;ÿ;ÿ;45410;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;2,23;2;2;-0,23;ÿ;ÿ;46324;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAFI04;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR00ÿÿV01;10,09;6,75;10,09;0;ÿ;ÿ;47103;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EKT;Team Software;SW - Sprint Semanal;W36;ESTUDO;6,49;2,5;7,5;1,01;ÿ;Programador Hor rio;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EVU06;Team Software;SW - Sprint Semanal;W36;C01ÿÿDEVÿÿR01ÿÿV01;5,15;2;5,15;0;ÿ;ÿ;46360;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR01ÿÿV01;0,97;0,5;0,5;-0,47;ÿ;ÿ;43907;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EZA14;Team Software;SW - Sprint Semanal;W36;SUPORTE;1,1;0,8;1,1;0;ÿ;Respondendo Mantis;47023;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,01;1;1;-0,01;ÿ;ÿ;46324;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;H360ADMIN;Team Software;SW - Sprint Semanal;W36;ÿ;1;1;1;0;ÿ;Ausˆncia;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR02ÿÿV01;0,47;0,6;0,6;0,13;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EVU08;Team Software;SW - Sprint Semanal;W36;C02ÿÿMANÿÿR00ÿÿV01;0,5;0,5;0,5;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EVU08;Team Software;SW - Sprint Semanal;W36;C02ÿÿLSTÿÿR00ÿÿV04;1;1;1;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;ADM;1,08;1,08;1,08;0;ÿ;ÿ;44428;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;EVU08;Team Software;SW - Sprint Semanal;W36;C02ÿÿLSTÿÿR01ÿÿV03;0,5;0,5;0,5;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43713;ÿ;2019-W36;IAAL;Team Software;SW - Sprint Semanal;W36;SUPORTE;2,4;2;2,4;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;EOB;Team Software;SW - Sprint Semanal;W36;ESTUDO;5,22;1,6;1,6;-3,62;ÿ;REMA-0070 - Compressor de H‚lio;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;H360SUPOR;Team Software;SW - Sprint Semanal;W36;SUPORTE;2;2;2;0;ÿ;RH;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IADO;Team Software;SW - Sprint Semanal;W36;ADM;2;2;2;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,67;1,5;1,67;0;ÿ;EL - Multimedidor - 1 Pavimento - 13;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;EOB;Team Software;SW - Sprint Semanal;W36;SUPORTE;0,75;0,75;0,75;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;C05ÿÿDEVÿÿR02ÿÿV02;0,4;1;1;0,6;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;EVU06;Team Software;SW - Sprint Semanal;W36;SUPORTE;3;4;4;1;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;43710;2019-W36;EMB16;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;0,5;0,5;0,5;0;ÿ;Pr‚ Software;46939;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;G5ÿÿINSÿÿR01ÿÿV01;0,75;0,75;0,75;0;ÿ;Falhas de Com. G5;47121;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IADQ01;Team Software;SW - Sprint Semanal;W36;LIBÿÿR01ÿÿSUPÿÿV01;3;4;4;1;ÿ;Lib Email para AC;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;GCQ;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,37;1,37;1,37;0;ÿ;Grupo de Estudo de Controle de Qualidade;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR01ÿÿV02;1,17;4;4;2,83;ÿ;ÿ;45410;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;EZA14;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;5,7;4;6;0,3;ÿ;Tela Oscila‡Æo;46798;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;H360ADMIN;Team Software;SW - Sprint Semanal;W36;ADM;0,5;0,5;0,5;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IAFI01;Team Software;SW - Sprint Semanal;W36;C10ÿÿDEVÿÿR00ÿÿV01;0,35;0,35;0,35;0;ÿ;ÿ;46335;ÿ;;ÿ
2019 ? Sem 36 ? Software;43712;ÿ;2019-W36;IAFZ;Team Software;SW - Sprint Semanal;W36;C02ÿÿDEVÿÿR00ÿÿV01;0,38;0,5;0,5;0,12;ÿ;ÿ;47128;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAGB;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR00ÿÿV01;0,84;1,2;1,2;0,36;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IACO04;Team Software;SW - Sprint Semanal;W36;ESTUDO;2,87;2,87;2,87;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;DRVÿÿR00ÿÿSUPÿÿV01;1,18;1;1;-0,18;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;R01ÿÿSUPÿÿTELÿÿV01;0,5;0,5;0,5;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;ESTUDO;0,69;0,5;0,5;-0,19;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR01ÿÿV02;5,97;3;5,97;0;ÿ;ÿ;45410;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAFI04;Team Software;SW - Sprint Semanal;W36;C06ÿÿDEVÿÿR04ÿÿV01;3;4;4;1;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IABX02;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;2,17;2;2;-0,17;ÿ;ÿ;47067;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;H360ADMIN;Team Software;SW - Sprint Semanal;W36;ADM;1;1,5;1,5;0,5;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;SUPORTE;7,07;3;7,07;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IABI19;Team Software;SW - Sprint Semanal;W36;G5ÿÿINSÿÿR00ÿÿV01;1,2;1,2;1,2;0;ÿ;ÿ;44362;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IACX;Team Software;SW - Sprint Semanal;W36;C05ÿÿDEVÿÿR02ÿÿV02;2,5;2,5;2,5;0;ÿ;ÿ;46162;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAGB;Team Software;SW - Sprint Semanal;W36;C02ÿÿDEVÿÿR00ÿÿV01;3,41;2,5;3,41;0;ÿ;ÿ;47029;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAFZ;Team Software;SW - Sprint Semanal;W36;C03ÿÿDEVÿÿR00ÿÿV01;2,5;2,5;2,5;0;ÿ;ÿ;47029;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAFZ;Team Software;SW - Sprint Semanal;W36;C01ÿÿDEVÿÿR01ÿÿV01;1,6;1;1,6;0;ÿ;ÿ;47119;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAFI;Team Software;SW - Sprint Semanal;W36;SUPORTE;3,5;2;3,5;0;ÿ;Eqpt's Datacenter;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;EMB09;Team Software;SW - Sprint Semanal;W36;SUPORTE;2,5;1,5;2,5;0;ÿ;Att Servidor Virtual;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAAL;Team Software;SW - Sprint Semanal;W36;SUPORTE;5,7;5;5;-0,7;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IABI06AD1;Team Software;SW - Sprint Semanal;W36;C39ÿÿR00ÿÿSUPÿÿV02;10,77;6,01;10,77;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAAF;Team Software;SW - Sprint Semanal;W36;G5ÿÿINSÿÿR00ÿÿV01;4,04;3;3;-1,04;ÿ;ÿ;46097;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;G5 Obras;Team Software;SW - Sprint Semanal;W36;ANµLISE;1,02;1;1,02;0;ÿ;ÿ;46204;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAGB;Team Software;SW - Sprint Semanal;W36;G5ÿÿSUPORTE;0,35;0,5;0,5;0,15;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;ELC01;Team Software;SW - Sprint Semanal;W36;ADM;0,57;0,57;0,57;0;ÿ;ÿ;45405;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;LIBÿÿR01ÿÿSUPÿÿV01;1,32;1;1;-0,32;ÿ;ÿ;47067;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;EZA29;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,01;1,01;1,01;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;LIBÿÿR01ÿÿSUPÿÿV01;1,29;1;1;-0,29;ÿ;ÿ;47067;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;EZA29;Team Software;SW - Sprint Semanal;W36;ESTUDO;3,99;2,14;3,99;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;H360LEAN;Team Software;SW - Sprint Semanal;W36;ADM;2,64;2,64;2,97;0,33;ÿ;Limpeza Mesa;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43711;ÿ;2019-W36;IAGA;Team Software;SW - Sprint Semanal;W36;SUPORTE;6,3;2;6,3;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;43707;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;4,32;5;5;0,68;ÿ;Centros Cir£rgicos;47067;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;R00ÿÿSUPÿÿTELÿÿV01;1,37;1;1;-0,37;ÿ;Centros Cir£rgicos;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IABI04;Team Software;SW - Sprint Semanal;W36;SUPORTE;3,6;4;4;0,4;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAAL;Team Software;SW - Sprint Semanal;W36;SUPORTE;4;4;4;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAEM05;Team Software;SW - Sprint Semanal;W36;DEVÿÿI02ÿÿR02ÿÿV01;0,7;1;1;0,3;ÿ;ÿ;47098;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;ESO27;Team Software;SW - Sprint Semanal;W36;SUPORTE;0,7;1;1;0,3;ÿ;ÿ;45279;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IADO01;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,23;1;1;-0,23;ÿ;Centros Cir£rgicos;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAEM04;Team Software;SW - Sprint Semanal;W36;LIBÿÿR01ÿÿSUPÿÿV01;2,5;2,5;2,5;0;ÿ;Atualiza‡äes Lib;47099;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAGA;Team Software;SW - Sprint Semanal;W36;SUPORTE;2,6;1;3;0,4;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAGB;Team Software;SW - Sprint Semanal;W36;C01ÿÿDEVÿÿR00ÿÿV01;3,12;2,5;3,12;0;ÿ;ÿ;47029;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IADO;Team Software;SW - Sprint Semanal;W36;ANµLISE;1,7;1,7;1,7;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAFI01;Team Software;SW - Sprint Semanal;W36;ANµLISE;1,26;2;2;0,74;ÿ;ÿ;45485;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360CAPAC;Team Software;SW - Sprint Semanal;W36;ESTUDO;0,57;2;2;1,43;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;G5 Obras;Team Software;SW - Sprint Semanal;W36;ANµLISE;0,5;0,5;0,5;0;ÿ;ÿ;46204;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IABX03;Team Software;SW - Sprint Semanal;W36;G5ÿÿLIBÿÿR00ÿÿV01;3,57;3,2;3,2;-0,37;ÿ;Integra‡Æo - NoBreak's;47000;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360CAPAC;Team Software;SW - Sprint Semanal;W36;ESTUDO;3,43;3;3,43;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360CAPAC;Team Software;SW - Sprint Semanal;W36;ESTUDO;3,35;4;4;0,65;ÿ;Exerc¡cio 4;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360ADMIN;Team Software;SW - Sprint Semanal;W36;ADM;0,5;0,5;0,5;0;ÿ;ReuniÆo SÆo Camilo;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAEM03;Team Software;SW - Sprint Semanal;W36;SUPORTE;2,5;1,5;3;0,5;ÿ;Equipamentos REMA;ÿ;1;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360ADM;Team Software;SW - Sprint Semanal;W36;ADM;1;1;1;0;ÿ;Organiza‡Æo;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAGB;Team Software;SW - Sprint Semanal;W36;ESTUDO;1,12;1;1,12;0;ÿ;ÿ;47029;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAFZ;Team Software;SW - Sprint Semanal;W36;ANµLISE;0,37;1;1;0,63;ÿ;CAG/FC/VT;45632;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;EMB16;Team Software;SW - Sprint Semanal;W36;ANµLISE;0,62;0,5;0,62;0;ÿ;ÿ;46939;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;EVU08;Team Software;SW - Sprint Semanal;W36;INSÿÿR00ÿÿSUPÿÿV01;1,51;1,51;1,51;0;ÿ;ÿ;0;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;H360ADM;Team Software;SW - Sprint Semanal;W36;ADM;1,63;1;1;-0,63;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43710;ÿ;2019-W36;IAFZ;Team Software;SW - Sprint Semanal;W36;ANµLISE;1,17;1;1,17;0;ÿ;ÿ;ÿ;ÿ;;ÿ
2019 ? Sem 36 ? Software;43707;ÿ;2019-W35;IAFZ;Team Software;SW - Sprint Semanal;W36;ANµLISEÿÿC04ÿÿR00ÿÿV01;6,68;5;6,68;0;ÿ;CAG;46839;ÿ;;ÿ
