Semana Exporta‡Æo;Date*ÿÿ;Due dateÿÿ;Week*ÿÿ;Cardÿÿ;Teamÿÿ;Boardÿÿ;Listÿÿ;Labelsÿÿ;Sÿÿ;E 1??ÿÿ;Eÿÿ;Rÿÿ;cf:Desvio;cf:Equipamento;cf:Mantis;cf:NÆo Planejado;cf:Observa‡Æo;cf:Reprova‡äes
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;EVU08;Team Software;SW - Sprint Semanal;W32;SUPORTE;5;5;5;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;EVU08;Team Software;SW - Sprint Semanal;W32;SUPORTE;4;4;4;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;ANµLISE;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;ESO16AD3;Team Software;SW - Sprint Semanal;W32;INSÿÿSUP;3,58;1,47;3,58;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,64;1;1;0,36;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;C05ÿÿR00ÿÿTABÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;C05ÿÿDEVÿÿR00ÿÿV01;4,5;2;4,5;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;G5ÿÿINSÿÿR01ÿÿV02;7,47;3;7,47;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;C09ÿÿR02ÿÿV02;11,34;4;11,34;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAFI05;Team Software;SW - Sprint Semanal;W32;ESTUDO;0,4;1,5;1,5;1,1;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAFI05;Team Software;SW - Sprint Semanal;W32;R00ÿÿSUPÿÿTELÿÿV01;1,38;2;2;0,62;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR01ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;ESTUDO;2,58;2;2;-0,58;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;ADM;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;ESTUDO;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿSUPÿÿV01;3;3;3;0;;;;;;
2019 ? Sem 33 ? Software;43686;43685;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;R01ÿÿSUPÿÿTELÿÿV01;3,2;2,5;4;0,8;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IACX;Team Software;SW - Sprint Semanal;W32;G5ÿÿINSÿÿR01ÿÿV01;1,06;1;1,06;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;2,3;2,3;2,3;0;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IACX;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR02ÿÿV01;1,65;0,7;1,7;0,05;;;;;;
2019 ? Sem 33 ? Software;43686;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;ADM;2,4;1,5;1,5;-0,9;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;EVU08;Team Software;SW - Sprint Semanal;W32;R01ÿÿSUPÿÿTELÿÿV01;9,5;8;8;-1,5;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;DEVÿÿI05ÿÿR00ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;DEVÿÿI04ÿÿR00ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;DEVÿÿI03ÿÿR00ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;DEVÿÿI02ÿÿR01ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO;Team Software;SW - Sprint Semanal;W32;ESTUDO;1,28;1;1;-0,28;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿSUPÿÿV01;2;2;2;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IABX;Team Software;SW - Sprint Semanal;W32;ESTUDO;4,31;2;2;-2,31;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;1,57;1;1;-0,57;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;H360CAPAC;Team Software;SW - Sprint Semanal;W32;ESTUDO;5,49;2,64;5,49;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIB;0,95;0,95;0,95;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;0,26;0,26;0,26;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;INSÿÿR00ÿÿSUPÿÿV01;1,5;1,5;1,5;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿSUPÿÿV01;2,3;2,5;2,5;0,2;;;;;;
2019 ? Sem 33 ? Software;43685;43690;2019-W32;IACX;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIB;1,21;1,2;1,21;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;0,3;0,3;0,3;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR01ÿÿV02;1,13;1,13;1,13;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;ANµLISE;0,39;1;1;0,61;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;R00ÿÿSUPÿÿTELÿÿV01;2,99;4;4;1,01;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1,5;1,7;1,7;0,2;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;C09ÿÿMANÿÿR01ÿÿV02;1,5;1,5;1,5;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;C09ÿÿR01ÿÿTABÿÿV02;1,5;1,5;1,5;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;C09ÿÿESPÿÿR01ÿÿV02;1,4;1,4;1,4;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1,05;1,5;1,5;0,45;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IAFP;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿSUPÿÿV01;1,2;1,2;1,2;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;0,9;0,9;0,9;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;3;3;3;0;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,43;0,7;0,7;0,27;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,4;0,7;0,7;0,3;;;;;;
2019 ? Sem 33 ? Software;43685;ÿ;2019-W32;EMB07;Team Software;SW - Sprint Semanal;W32;G5ÿÿINSÿÿR00ÿÿV01;0,52;0,5;0,52;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;EVU08;Team Software;SW - Sprint Semanal;W32;SUPORTE;8,5;8,5;8,5;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;DEVÿÿI01ÿÿR01ÿÿV02;3;3;3;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IAEM03;Team Software;SW - Sprint Semanal;W32;R01ÿÿSUPÿÿTELÿÿV01;4;4,5;4,5;0,5;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;DRVÿÿR01ÿÿSUPÿÿV01;0,41;0,5;0,5;0,09;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;ESTUDO;0,57;1;1;0,43;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;ESO16AD3;Team Software;SW - Sprint Semanal;W32;LIBÿÿSUP;3,52;3,23;3,52;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADX;Team Software;SW - Sprint Semanal;W32;R01ÿÿSUPÿÿTELÿÿV01;3;3;3;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IABI06;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIB;2,17;2,17;2,17;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IABX;Team Software;SW - Sprint Semanal;W32;LIBÿÿR02ÿÿSUPÿÿV02;3,31;2;2;-1,31;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;2;2;2;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;EMB07;Team Software;SW - Sprint Semanal;W32;ANµLISE;6,13;3;6,13;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1,21;2;2;0,79;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;ESTUDO;1,02;1;1,02;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;2,54;3;3;0,46;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;1,53;1,53;1,53;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADU;Team Software;SW - Sprint Semanal;W32;C01ÿÿMANÿÿR00ÿÿV01;0;0;0;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IABI17;Team Software;SW - Sprint Semanal;W32;C40ÿÿMANÿÿR00ÿÿV01;1,1;2;2;0,9;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADU;Team Software;SW - Sprint Semanal;W32;C01ÿÿMANÿÿR00ÿÿV01;0;0;0;0;;;;;;
2019 ? Sem 33 ? Software;43684;ÿ;2019-W32;IADU;Team Software;SW - Sprint Semanal;W32;C04ÿÿMANÿÿR00ÿÿV01;1,92;2;2;0,08;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IAGA;Team Software;SW - Sprint Semanal;W32;SUPORTE;2,5;2,5;2,5;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IAED;Team Software;SW - Sprint Semanal;W32;ADM;3,78;4;4;0,22;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EVU08;Team Software;SW - Sprint Semanal;W32;SUPORTE;8;8;8;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EMB07;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1,61;2;2;0,39;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EMB11;Team Software;SW - Sprint Semanal;W32;R00ÿÿSUPÿÿV01;1,5;1,5;1,5;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;DRVÿÿSUP;1,74;1;1;-0,74;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;H360CAPAC;Team Software;SW - Sprint Semanal;W32;ESTUDO;3;3;3;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EMB05;Team Software;SW - Sprint Semanal;W32;DEVÿÿI32ÿÿR03ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;Estudo;Team Software;SW - Sprint Semanal;W32;ESTUDO;0,42;0,5;0,5;0,08;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IACZ05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1;1,5;1,5;0,5;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IABI06;Team Software;SW - Sprint Semanal;W32;G5ÿÿSUPORTE;2,17;1,17;2,17;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;ESTUDO;1,67;2;2;0,33;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EMB11;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;3;2;3;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IACZ05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,94;1;1;0,06;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;1,53;1,53;1,53;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;0,93;0,93;0,93;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;EMB11;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿSUPÿÿV01;3,5;1,5;3,5;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;H360CAPAC;Team Software;SW - Sprint Semanal;W32;ESTUDO;1,94;2;2;0,06;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IACZ04;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿTABÿÿV01;2,83;3;3;0,17;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IAEM05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR01ÿÿV01;0,5;0,5;0,5;0;;;;;;
2019 ? Sem 33 ? Software;43683;ÿ;2019-W32;IADT;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;2,88;3;3;0,12;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;ESO27;Team Software;SW - Sprint Semanal;W32;SUPORTE;1,7;1,7;1,7;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IABX;Team Software;SW - Sprint Semanal;W32;ADM;0,75;0;0;-0,75;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IAED;Team Software;SW - Sprint Semanal;W32;ADM;6,5;3;3;-3,5;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IAEI;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;1,94;2;2;0,06;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;EZA23;Team Software;SW - Sprint Semanal;W32;ESTUDO;4;4;4;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IAEM05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR01ÿÿV01;4,04;2;4,04;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IADO01;Team Software;SW - Sprint Semanal;W32;SUPORTE;1,1;1,1;1,1;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IABI06;Team Software;SW - Sprint Semanal;W32;INSÿÿR00ÿÿSUPÿÿV01;13,3;0;13,3;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;1,2;1,2;1,2;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IACO04;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,37;0,37;0,37;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IACZ04;Team Software;SW - Sprint Semanal;W32;LIBÿÿR00ÿÿTABÿÿV01;2,04;1,5;2,04;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;H360CAPAC;Team Software;SW - Sprint Semanal;W32;ESTUDO;0,67;0,51;0,67;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;EZA23;Team Software;SW - Sprint Semanal;W32;SUPORTE;4;4;4;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;H360LEAN;Team Software;SW - Sprint Semanal;W32;ADM;1,53;1,53;1,53;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IABX02;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;2,89;2;2,89;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IACZ05;Team Software;SW - Sprint Semanal;W32;ESTUDO;2,52;3;3;0,48;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;EMB05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;2,95;2;2,95;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IACZ05;Team Software;SW - Sprint Semanal;W32;G5ÿÿLIBÿÿR00ÿÿV01;0,33;0,4;0,4;0,07;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;1,5;1,5;1,5;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;IABX;Team Software;SW - Sprint Semanal;W32;ADM;4,42;3;3;-1,42;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;H360ADMIN;Team Software;SW - Sprint Semanal;W32;ADM;1,25;1,25;1,25;0;;;;;;
2019 ? Sem 33 ? Software;43682;ÿ;2019-W32;EMB11;Team Software;SW - Sprint Semanal;W32;DRVÿÿR00ÿÿSUPÿÿV01;5;5;5,5;0,5;;;;;;
2019 ? Sem 33 ? Software;43679;ÿ;2019-W31;IAGA;Team Software;SW - Sprint Semanal;W32;G5ÿÿSUPORTE;0,73;0,73;0,73;0;;;;;;
2019 ? Sem 33 ? Software;43679;ÿ;2019-W31;IAED;Team Software;SW - Sprint Semanal;W32;ADM;1,88;3;3;1,12;;;;;;
2019 ? Sem 33 ? Software;43678;ÿ;2019-W31;ESO16AD3;Team Software;SW - Sprint Semanal;W32;ESTUDOÿÿSUP;3,23;2,61;3,23;0;;;;;;
2019 ? Sem 33 ? Software;43675;ÿ;2019-W31;H360ADM;Team Software;SW - Sprint Semanal;W32;ESTUDO;0,99;1,5;1,5;0,51;;;;;;
2019 ? Sem 33 ? Software;43675;ÿ;2019-W31;EVU08;Team Software;SW - Sprint Semanal;W32;C01ÿÿR00ÿÿTABÿÿV01;3,33;0,52;3,33;0;;;;;;
2019 ? Sem 33 ? Software;43627;43637;2019-W24;LIB E3;Team Software;SW - Sprint Semanal;W32;ESTUDO;3,32;3;3;-0,32;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;EVU08;Team Software;SW - Sprint Semanal;W33;SUPORTE;8;8;8;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IADT;Team Software;SW - Sprint Semanal;W33;ANµLISE;2;2;2;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAFO;Team Software;SW - Sprint Semanal;W33;ANµLISEÿÿC01ÿÿR02ÿÿV01;0,97;1;1;0,03;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IABX02;Team Software;SW - Sprint Semanal;W33;SUPORTE;0,37;0,5;0,5;0,13;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAEM06;Team Software;SW - Sprint Semanal;W33;DRVÿÿR00ÿÿSUPÿÿV01;4,3;1,35;3,85;-0,45;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IABX02;Team Software;SW - Sprint Semanal;W33;R01ÿÿSUPÿÿTELÿÿV01;5,89;3,5;3,5;-2,39;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAFO;Team Software;SW - Sprint Semanal;W33;DEVÿÿI01ÿÿR01ÿÿV01;3,66;5,5;6;2,34;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;H360CAPAC;Team Software;SW - Sprint Semanal;W33;ESTUDO;3,67;3,67;3,67;0;;;;;;
2019 ? Sem 33 ? Software;43693;43700;2019-W33;IADO01;Team Software;SW - Sprint Semanal;W33;ANµLISEÿÿSUP;1,52;0,8;1,52;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IADO01;Team Software;SW - Sprint Semanal;W33;G5ÿÿLIBÿÿR00ÿÿV01;2,08;2;2,08;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IADT;Team Software;SW - Sprint Semanal;W33;C05ÿÿDEVÿÿR03ÿÿV01;2,28;2;2,28;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IADO;Team Software;SW - Sprint Semanal;W33;SUPORTE;0,72;0,5;0,5;-0,22;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IADO01;Team Software;SW - Sprint Semanal;W33;ADM;2,06;2;2,06;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IABI04;Team Software;SW - Sprint Semanal;W33;ADM;1,5;1;1;-0,5;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAFO;Team Software;SW - Sprint Semanal;W33;ANµLISE;0,51;0,53;0,53;0,02;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;EVC01;Team Software;SW - Sprint Semanal;W33;G5ÿÿINSÿÿR01ÿÿV01;1,46;0,7;1,46;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAFO;Team Software;SW - Sprint Semanal;W33;C01ÿÿDEVÿÿR03ÿÿV01;2,5;3;3;0,5;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;H360LEAN;Team Software;SW - Sprint Semanal;W33;ADM;1,56;1,56;1,56;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAEM06;Team Software;SW - Sprint Semanal;W33;R00ÿÿSUPÿÿTELÿÿV01;4,86;5,5;5,5;0,64;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAEM06;Team Software;SW - Sprint Semanal;W33;INSÿÿR00ÿÿSUPÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43693;ÿ;2019-W33;IAEM06;Team Software;SW - Sprint Semanal;W33;LIBÿÿR00ÿÿSUPÿÿV01;7,29;3;6;-1,29;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAFO;Team Software;SW - Sprint Semanal;W33;C01ÿÿDEVÿÿR03ÿÿV01;4,93;3,5;4,93;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAEI;Team Software;SW - Sprint Semanal;W33;G5ÿÿLIBÿÿR00ÿÿV01;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAEV;Team Software;SW - Sprint Semanal;W33;SUPORTE;1,13;1;1;-0,13;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAGA;Team Software;SW - Sprint Semanal;W33;ESTUDOÿÿR00ÿÿV01;0,97;1;1;0,03;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;H360ADMIN;Team Software;SW - Sprint Semanal;W33;ESTUDOÿÿG5;1,29;6;6;4,71;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAEI;Team Software;SW - Sprint Semanal;W33;ESTUDO;0,41;1,5;1,5;1,09;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;H360ADMIN;Team Software;SW - Sprint Semanal;W33;SUPORTE;0,5;0,5;0,5;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;EFL;Team Software;SW - Sprint Semanal;W33;SUPORTE;1,8;1,5;1,8;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAEV;Team Software;SW - Sprint Semanal;W33;G5ÿÿLIBÿÿR01ÿÿV01;5,75;3;3;-2,75;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;H360CAPAC;Team Software;SW - Sprint Semanal;W33;ESTUDO;4,28;4;4,28;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IEAD;Team Software;SW - Sprint Semanal;W33;ADM;1;1;1;0;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IABI04;Team Software;SW - Sprint Semanal;W33;G5ÿÿLIBÿÿR00ÿÿV01;3,17;2,3;2,3;-0,87;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAGA;Team Software;SW - Sprint Semanal;W33;DEVÿÿI06ÿÿR00ÿÿV01;2;2,5;2,5;0,5;;;;;;
2019 ? Sem 33 ? Software;43692;ÿ;2019-W33;IAGA;Team Software;SW - Sprint Semanal;W33;SUPORTE;1;1,5;1,5;0,5;;;;;;
